day,afterhour_openprice-0,afterhour_openprice-1,afterhour_openprice-2,afterhour_openprice-3,afterhour_dailyhigh-0,afterhour_dailyhigh-1,afterhour_dailyhigh-2,afterhour_dailyhigh-3,afterhour_dailylow-0,afterhour_dailylow-1,afterhour_dailylow-2,afterhour_dailylow-3,afterhour_closeprice-0,afterhour_closeprice-1,afterhour_closeprice-2,afterhour_closeprice-3,volume-0,volume-1,volume-2,volume-3,day_openprice-0,day_openprice-1,day_openprice-2,day_openprice-3,day_dailyhigh-0,day_dailyhigh-1,day_dailyhigh-2,day_dailyhigh-3,day_dailylow-0,day_dailylow-1,day_dailylow-2,day_dailylow-3,day_volume-0,day_volume-1,day_volume-2,day_volume-3,day_settlementprice-0,day_settlementprice-1,day_settlementprice-2,day_settlementprice-3,day_changeinsettlementprice-0,day_changeinsettlementprice-1,day_changeinsettlementprice-2,day_changeinsettlementprice-3
DMR_Fut_20150114,24243.0,24253,24176.0,23795,24403.0,24408,24336.0,23902,24228.0,24252,24176.0,23775,24393.0,24398,24324.0,23900,2916.0,67,79.0,63,24280.0,24263,24122,23700,24337.0,24346,24259,23851,24053.0,24066,24000,23600,55919.0,567,582,499,24136.0,24147,24077,23665,-112.0,-110,-112.0,-73
DMR_Fut_20150115,24126.0,24123,24045.0,23625,24230.0,24205,24128.0,23625,24001.0,24020,23945.0,23550,24067.0,24076,24030.0,23600,5139.0,74,31.0,7,24190.0,24220,24108,23700,24466.0,24480,24405,23956,24094.0,24115,24040,23640,50691.0,1174,820,113,24408.0,24420,24353,23940,272.0,273,276.0,275
DMR_Fut_20150116,24400.0,24429,24369.0,23840,24460.0,24467,24395.0,23940,24272.0,24308,24224.0,23840,24370.0,24380,24320.0,23870,7061.0,124,177.0,4,24265.0,24277,24239,23744,24285.0,24290,24239,23771,24102.0,24121,24060,23658,47970.0,583,160,74,24224.0,24237,24171,23759,-184.0,-183,-182.0,-181
DMR_Fut_20150119,24199.0,24212,24117.0,23607,24210.0,24212,24117.0,23616,23952.0,23998,23900.0,23488,24058.0,24084,24006.0,23616,5624.0,83,90.0,27,24101.0,24190,24150,23481,24147.0,24190,24150,23620,23604.0,23624,23550,23165,73247.0,2175,504,367,23771.0,23780,23714,23302,-453.0,-457,-457.0,-457
DMR_Fut_20150120,23760.0,23721,23619.0,23230,23795.0,23808,23730.0,23230,23660.0,23676,23607.0,23203,23794.0,23808,23730.0,23203,3253.0,37,31.0,2,23800.0,23790,23730,23310,23999.0,24007,23939,23514,23708.0,23740,23680,23280,53081.0,1903,229,157,23969.0,23979,23911,23498,198.0,199,197.0,196
DMR_Fut_20150121,23962.0,23967,23958.0,23515,24092.0,24101,24030.0,23601,23946.0,23967,23917.0,23515,23973.0,23987,23920.0,23601,3040.0,75,54.0,27,24020.0,23976,23961,23551,24379.0,24388,24310,23879,23958.0,23976,23901,23500,61317.0,2600,932,137,24305.0,24317,24245,23818,336.0,338,334.0,320
DMR_Fut_20150122,24299.0,24345,24245.0,23802,24421.0,24431,24342.0,23901,24268.0,24281,24245.0,23790,24388.0,24400,24333.0,23887,4253.0,328,29.0,15,24425.0,24408,24341,23907,24599.0,24610,24537,24080,24389.0,24406,24338,23907,50581.0,1827,320,156,24580.0,24594,24519,24080,275.0,277,274.0,262
DMR_Fut_20150123,24570.0,24611,24547.0,24100,24727.0,24738,24651.0,24174,24570.0,24597,24547.0,24097,24684.0,24700,24621.0,24174,4093.0,191,61.0,22,24784.0,24789,24731,24305,24936.0,24948,24857,24434,24744.0,24760,24688,24251,58731.0,6868,873,380,24930.0,24942,24863,24434,350.0,348,344.0,354
DMR_Fut_20150126,24938.0,24950,24873.0,24468,24987.0,24996,24911.0,24468,24899.0,24932,24862.0,24430,24900.0,24956,24888.0,24443,3671.0,847,36.0,4,24844.0,24852,24778,24352,24925.0,24939,24866,24395,24756.0,24770,24710,24288,69163.0,33432,267,481,24862.0,24875,24804,24365,-68.0,-67,-59.0,-69
DMR_Fut_20150127,24869.0,24875,24850.0,24365,24948.0,24963,24863.0,24440,24856.0,24875,24830.0,24365,24938.0,24955,24863.0,24440,3866.0,1560,22.0,82,24993.0,25008,24955,24490,25020.0,25035,24955,24495,24684.0,24700,24635,24201,92940.0,50442,754,110,24778.0,24796,24728,24290,-84.0,-79,-76.0,-75
DMR_Fut_20150128,24764.0,24776,24710.0,24212,24765.0,24776,24710.0,24212,24609.0,24626,24565.0,24130,24611.0,24628,24577.0,24137,5575.0,2883,195.0,21,24765.0,24796,24706,24300,25002.0,25024,24955,24497,24716.0,24732,24665,24232,65361.0,39706,852,201,24878.0,24917,24851,24411,100.0,121,123.0,121
DMR_Fut_20150129,24858.0,24900,24806.0,24352,24858.0,24900,24806.0,24352,24710.0,24745,24679.0,24268,24725.0,24753,24690.0,24270,5248.0,3147,75.0,28,24650.0,24675,24593,24251,24731.0,24764,24693,24264,24568.0,24552,24497,24070,8249.0,48819,482,130,24596.0,24596,24530,24103,-282.0,-321,-321.0,-308
DMR_Fut_20150130,,24578,24510.0,24065,,24686,24600.0,24166,,24528,24470.0,24051,,24563,24500.0,24150,,3286,74.0,16,,24750,24621,24273,,24772,24704,24282,,24452,24390,23989,,47441,687,103,,24535,24469,24059,,-61,-61.0,-44
DMR_Fut_20150202,24520.0,24400,0.0,0,24520.0,24443,0.0,0,24451.0,24385,0.0,0,24461.0,24389,0.0,0,2669.0,79,0.0,0,24388.0,24372,23900,23701,24534.0,24466,23995,23788,24350.0,24286,23888,23690,43596.0,543,92,53,24504.0,24437,24026,23807,-31.0,-32,-33.0,-32
DMR_Fut_20150203,24519.0,24450,24055.0,23820,24574.0,24501,24068.0,23820,24465.0,24426,24054.0,23820,24500.0,24436,24068.0,23820,2232.0,262,5.0,5,24570.0,24570,24045,23854,24617.0,24570,24080,23854,24311.0,24244,23879,23660,56231.0,2372,49,58,24537.0,24466,24056,23832,33.0,29,30.0,25
DMR_Fut_20150204,24556.0,24510,24157.0,0,24693.0,24619,24186.0,0,24556.0,24501,24157.0,0,24683.0,24619,24186.0,0,3250.0,91,2.0,0,24766.0,24712,24280,0,24846.0,24768,24335,0,24632.0,24564,24168,0,47681.0,1382,106,181,24656.0,24599,24179,23960,119.0,133,123.0,128
DMR_Fut_20150205,24647.0,24575,24167.0,24402,25163.0,25070,24622.0,24402,24620.0,24550,24150.0,24357,25072.0,25005,24561.0,24357,8000.0,443,247.0,3,24984.0,25004,24550,24360,25174.0,25100,24685,24360,24623.0,24555,24151,24000,60796.0,798,140,424,24770.0,24699,24287,24073,114.0,100,108.0,113
DMR_Fut_20150206,24769.0,24725,24316.0,0,24845.0,24770,24316.0,0,24755.0,24718,24316.0,0,24845.0,24770,24316.0,0,2279.0,64,1.0,0,24820.0,24780,24269,24070,24854.0,24780,24307,24070,24616.0,24554,24148,24000,36709.0,380,70,23,24622.0,24553,24140,23926,-148.0,-146,-147.0,-147
DMR_Fut_20150209,24615.0,24540,24101.0,0,24693.0,24611,24101.0,0,24570.0,24501,24100.0,0,24690.0,24611,24100.0,0,2549.0,29,12.0,0,24494.0,24450,24051,23760,24681.0,24591,24173,23904,24427.0,24359,23950,23750,45371.0,547,88,129,24513.0,24440,24033,23825,-109.0,-113,-107.0,-101
DMR_Fut_20150210,24500.0,24425,24000.0,23770,24513.0,24443,24012.0,23800,24442.0,24373,23973.0,23770,24486.0,24415,24012.0,23800,1951.0,79,12.0,2,24456.0,24352,23951,23720,24621.0,24552,24085,23820,24396.0,24332,23950,23720,37770.0,544,84,18,24528.0,24460,24052,23852,15.0,20,19.0,27
DMR_Fut_20150211,24522.0,24450,24084.0,0,24567.0,24495,24084.0,0,24473.0,24408,24018.0,0,24497.0,24408,24018.0,0,2124.0,127,3.0,0,24525.0,24460,24030,23799,24574.0,24501,24097,23799,24244.0,24169,23777,23580,54307.0,2443,802,314,24320.0,24235,23836,23628,-208.0,-225,-216.0,-224
DMR_Fut_20150212,24310.0,24239,23809.0,0,24326.0,24239,23809.0,0,24275.0,24199,23809.0,0,24276.0,24200,23809.0,0,1727.0,103,1.0,0,24320.0,24260,23800,23660,24569.0,24488,24070,23808,24233.0,24164,23790,23660,45976.0,2230,150,16,24450.0,24371,23973,23766,130.0,136,137.0,138
DMR_Fut_20150213,24456.0,24380,24006.0,0,24538.0,24463,24058.0,0,24434.0,24380,24006.0,0,24511.0,24439,24058.0,0,2185.0,184,9.0,0,24506.0,24477,24068,23920,24734.0,24657,24258,24034,24506.0,24444,24060,23920,42044.0,1810,265,14,24728.0,24653,24251,24043,278.0,282,278.0,277
DMR_Fut_20150216,24734.0,24666,24258.0,0,24779.0,24705,24318.0,0,24732.0,24658,24258.0,0,24759.0,24690,24318.0,0,2016.0,179,218.0,80,24747.0,24693,24323,24148,24800.0,24725,24370,24148,24706.0,24639,24306,24145,23809.0,1851,442,293,24754.0,24682,24336,24136,26.0,29,85.0,93
DMR_Fut_20150217,24750.0,24696,24356.0,0,24781.0,24705,24356.0,0,24742.0,24678,24338.0,0,24754.0,24689,24348.0,0,696.0,60,3.0,0,24668.0,24610,24286,24200,24892.0,24826,24470,24220,24660.0,24596,24256,24165,36514.0,6410,329,171,24830.0,24767,24412,24214,76.0,85,76.0,78
DMR_Fut_20150218,24815.0,24757,24400.0,24246,24878.0,24807,24426.0,24246,24801.0,24736,24400.0,24246,24804.0,24743,24426.0,24246,1799.0,343,2.0,1,24823.0,24741,24430,24245,24894.0,24830,24450,24245,24822.0,24741,24420,24240,15109.0,4134,97,12,24847.0,24784,24420,24228,17.0,17,8.0,14
DMR_Fut_20150223,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,24980.0,24929,24525,24180,24986.0,24929,24556,24260,24634.0,24570,24256,24066,66837.0,35398,527,97,24863.0,24800,24444,24257,16.0,16,24.0,29
DMR_Fut_20150224,24854.0,24771,24354.0,24154,24854.0,24771,24354.0,24170,24702.0,24645,24292.0,24121,24717.0,24668,24313.0,24170,6200.0,2957,171.0,8,24788.0,24750,24372,24100,24803.0,24750,24383,24100,24680.0,24630,24282,24100,84003.0,61824,459,220,24782.0,24735,24379,24192,-81.0,-65,-65.0,-65
DMR_Fut_20150225,24784.0,24730,24400.0,24214,24824.0,24771,24406.0,24217,24740.0,24694,24400.0,24214,24824.0,24771,24406.0,24217,2107.0,1388,18.0,2,24837.0,24809,24405,24290,24900.0,24850,24497,24300,24686.0,24636,24289,24100,58961.0,42784,485,92,24810.0,24748,24395,24211,28.0,13,16.0,19
DMR_Fut_20150226,24809.0,24745,0.0,24157,24840.0,24780,0.0,24157,24742.0,24683,0.0,24157,24776.0,24715,0.0,24157,2487.0,1346,0.0,1,24809.0,24750,24405,24300,24950.0,24992,24624,24423,24725.0,24666,24329,24202,7752.0,57175,448,66,24856.0,24838,24494,24297,46.0,90,99.0,86
DMR_Fut_20150227,,24830,,0,,24900,,0,,24823,,0,,24854,,0,,1700,,0,,24762,24765,24531,,25048,25033,24776,,24743,24761,24423,,50061,619,353,,24794,24796,24455,,-44,,-39
DMR_Fut_20150302,24777.0,24790,24461.0,24284,24828.0,24804,24485.0,24284,24765.0,24790,24461.0,24284,24820.0,24800,24485.0,24284,1459.0,7,4.0,1,24930.0,24950,24630,24372,24987.0,24974,24630,24372,24587.0,24588,24258,24141,56371.0,1366,951,100,24803.0,24811,24469,24286,9.0,15,14.0,17
DMR_Fut_20150303,24806.0,24818,0.0,0,24829.0,24830,0.0,0,24763.0,24775,0.0,0,24815.0,24830,0.0,0,1922.0,23,0.0,0,24853.0,24830,24496,24332,24869.0,24860,24517,24332,24547.0,24580,24209,24060,49927.0,1218,393,50,24589.0,24595,24248,24078,-214.0,-216,-221.0,-208
DMR_Fut_20150304,24580.0,24608,24235.0,24063,24608.0,24613,24236.0,24071,24560.0,24574,24233.0,24063,24583.0,24586,24236.0,24071,1483.0,293,3.0,2,24463.0,24505,24174,24003,24640.0,24612,24266,24081,24317.0,24330,23992,23834,49807.0,1467,313,105,24347.0,24355,24009,23840,-242.0,-240,-239.0,-238
DMR_Fut_20150305,24340.0,24320,23966.0,23805,24340.0,24328,23968.0,23805,24210.0,24220,23876.0,23768,24242.0,24249,23907.0,23768,2872.0,51,12.0,11,24245.0,24277,23935,23744,24338.0,24345,23974,23812,24071.0,24090,23742,23610,53013.0,1679,627,133,24140.0,24151,23807,23633,-207.0,-204,-202.0,-207
DMR_Fut_20150306,24142.0,24170,23820.0,0,24207.0,24218,23840.0,0,24086.0,24101,23820.0,0,24156.0,24170,23840.0,0,3452.0,54,2.0,0,24145.0,24200,23786,23700,24232.0,24240,23875,23700,24056.0,24094,23745,23583,36780.0,304,385,215,24108.0,24120,23772,23597,-32.0,-31,-35.0,-36
DMR_Fut_20150309,24103.0,24108,23752.0,23488,24116.0,24117,23757.0,23490,23980.0,24000,23647.0,23488,23985.0,24000,23650.0,23490,3022.0,31,21.0,2,23920.0,23950,23600,23405,24170.0,24180,23796,23615,23881.0,23900,23546,23380,47079.0,713,100,33,24070.0,24080,23735,23563,-38.0,-40,-37.0,-34
DMR_Fut_20150310,24063.0,24055,23704.0,23563,24073.0,24070,23708.0,23563,24026.0,24045,23700.0,23563,24069.0,24048,23700.0,23563,1570.0,6,13.0,1,24050.0,24093,23750,23480,24111.0,24117,23751,23527,23805.0,23833,23470,23333,45299.0,348,166,23,23870.0,23900,23549,23368,-200.0,-180,-186.0,-195
DMR_Fut_20150311,23863.0,23860,23484.0,23242,23863.0,23860,23484.0,23242,23655.0,23685,23330.0,23150,23675.0,23703,23345.0,23166,4297.0,55,42.0,12,23714.0,23720,23390,23213,23870.0,23875,23521,23267,23635.0,23650,23299,23150,43772.0,1125,406,81,23646.0,23654,23309,23132,-224.0,-246,-240.0,-236
DMR_Fut_20150312,23680.0,23700,23347.0,23145,23703.0,23705,23347.0,23145,23588.0,23598,23250.0,23092,23656.0,23664,23309.0,23141,2249.0,59,26.0,9,23646.0,23650,23308,23266,23835.0,23833,23485,23289,23630.0,23649,23300,23238,43934.0,838,128,56,23755.0,23762,23415,23246,109.0,108,106.0,114
DMR_Fut_20150313,23741.0,23747,23400.0,23333,23852.0,23855,23505.0,23333,23716.0,23747,23400.0,23288,23815.0,23819,23466.0,23299,2721.0,52,12.0,7,23769.0,23762,23430,23308,23885.0,23890,23520,23343,23729.0,23737,23390,23308,35981.0,1218,93,10,23761.0,23770,23420,23256,6.0,8,5.0,10
DMR_Fut_20150316,23750.0,23745,23338.0,23242,23774.0,23760,23338.0,23242,23655.0,23663,23317.0,23242,23667.0,23673,23317.0,23242,1673.0,66,4.0,1,23732.0,23720,23370,23188,23967.0,23969,23619,23428,23664.0,23674,23327,23159,42158.0,1550,98,30,23950.0,23956,23601,23439,189.0,186,181.0,183
DMR_Fut_20150317,23968.0,23988,23638.0,23480,24052.0,24056,23702.0,23515,23961.0,23972,23628.0,23480,24046.0,24052,23691.0,23515,2671.0,83,10.0,2,23982.0,23995,23672,23485,24045.0,24043,23677,23485,23749.0,23757,23430,23260,45985.0,1503,241,12,23868.0,23875,23525,23360,-82.0,-81,-76.0,-79
DMR_Fut_20150318,23862.0,23856,23460.0,23360,23886.0,23884,23524.0,23371,23800.0,23806,23460.0,23360,23867.0,23863,23524.0,23371,2293.0,98,16.0,2,23926.0,23915,23561,23417,24221.0,24228,23877,23706,23909.0,23915,23561,23417,55637.0,3595,332,45,24130.0,24139,23786,23626,262.0,264,261.0,266
DMR_Fut_20150319,24131.0,24119,23791.0,23642,24162.0,24150,23792.0,23642,24096.0,24108,23760.0,23600,24096.0,24108,23760.0,23607,2308.0,89,8.0,8,24217.0,24222,23899,23750,24533.0,24531,24171,24020,24216.0,24222,23899,23741,52719.0,2195,272,78,24517.0,24524,24164,24012,387.0,385,378.0,386
DMR_Fut_20150320,24514.0,24490,24145.0,23959,24514.0,24497,24145.0,23959,24428.0,24435,24074.0,23921,24430.0,24435,24080.0,23946,3108.0,171,142.0,8,24427.0,24441,24105,23940,24532.0,24532,24150,24010,24362.0,24375,24011,23877,42055.0,4201,836,54,24411.0,24421,24051,23909,-106.0,-103,-113.0,-103
DMR_Fut_20150323,24403.0,24420,24071.0,23933,24537.0,24548,24174.0,24000,24403.0,24417,24066.0,23933,24527.0,24542,24174.0,24000,2690.0,196,47.0,4,24494.0,24500,24133,23983,24569.0,24578,24196,24060,24417.0,24428,24078,23927,44357.0,4114,624,75,24482.0,24494,24139,23989,71.0,73,88.0,80
DMR_Fut_20150324,24476.0,24475,24127.0,23980,24515.0,24522,24170.0,23980,24448.0,24460,24113.0,23960,24449.0,24461,24170.0,23960,2395.0,651,43.0,3,24464.0,24450,24131,23952,24486.0,24495,24131,23960,24298.0,24312,23993,23826,53702.0,13786,377,70,24423.0,24429,24086,23933,-59.0,-65,-53.0,-56
DMR_Fut_20150325,24442.0,24457,24100.0,23970,24491.0,24500,24150.0,23998,24418.0,24432,24100.0,23958,24475.0,24470,24150.0,23993,2934.0,1226,105.0,5,24455.0,24468,24118,23968,24647.0,24663,24305,24130,24407.0,24429,24080,23968,80306.0,37392,429,234,24571.0,24592,24257,24111,148.0,163,171.0,178
DMR_Fut_20150326,24565.0,24580,24228.0,24120,24590.0,24606,24255.0,24122,24500.0,24520,24210.0,24066,24507.0,24526,24210.0,24066,2808.0,1143,27.0,135,24382.0,24400,24122,23946,24620.0,24638,24305,24170,24366.0,24385,24096,23944,84985.0,50071,707,122,24518.0,24538,24235,24083,-53.0,-54,-22.0,-28
DMR_Fut_20150327,24505.0,24522,24180.0,23980,24525.0,24529,24180.0,24047,24408.0,24430,24117.0,23980,24470.0,24492,24140.0,24047,4732.0,2728,200.0,7,24490.0,24516,24258,24138,24577.0,24596,24258,24138,24439.0,24460,24135,23997,54896.0,37161,661,53,24546.0,24578,24265,24130,28.0,40,30.0,47
DMR_Fut_20150330,24532.0,24575,24317.0,24116,24687.0,24725,24396.0,24239,24498.0,24535,24317.0,24116,24640.0,24668,24338.0,24228,3780.0,2396,255.0,17,24644.0,24700,24389,24300,24882.0,24990,24600,24519,24644.0,24695,24370,24300,10496.0,63477,654,148,24867.0,24857,24478,24395,321.0,279,213.0,265
DMR_Fut_20150331,,24857,,24500,,25044,,24661,,24848,,24500,,25022,,24652,,3933,,37,,24973,24948,24628,,25054,24956,24680,,24899,24850,24543,,46885,212,717,,24949,24891,24597,,92,,119
DMR_Fut_20150401,24963.0,24842,24545.0,24485,25005.0,24928,24600.0,24485,24897.0,24830,24502.0,24485,24986.0,24917,24508.0,24485,2999.0,28,199.0,1,24861.0,24795,24485,24550,25140.0,25063,24769,24668,24860.0,24795,24482,24550,43793.0,444,652,33,25100.0,25021,24730,24642,151.0,130,133.0,142
DMR_Fut_20150402,25110.0,25072,24752.0,24719,25235.0,25152,24895.0,24719,25103.0,25072,24752.0,24719,25211.0,25131,24848.0,24719,3179.0,33,55.0,1,25220.0,25140,24837,24780,25338.0,25262,24970,24878,25152.0,25080,24790,24714,40076.0,402,353,35,25216.0,25153,24857,24765,116.0,132,127.0,123
DMR_Fut_20150408,25222.0,25128,24874.0,24748,25401.0,25322,25022.0,24920,25195.0,25128,24836.0,24748,25368.0,25295,25012.0,24920,3981.0,17,59.0,19,25580.0,25388,25306,25011,26293.0,26283,25980,25836,25580.0,25388,25300,25011,78247.0,1003,641,88,26244.0,26176,25886,25806,1028.0,1023,1029.0,1041
DMR_Fut_20150409,26244.0,26300,25933.0,26449,26963.0,26850,26613.0,26449,26244.0,26278,25933.0,26323,26802.0,26745,26500.0,26323,10075.0,205,162.0,12,26711.0,26720,26404,26350,27999.0,27912,27650,27475,26708.0,26666,26404,26330,114239.0,1682,1227,184,27073.0,27013,26732,26634,829.0,837,846.0,828
DMR_Fut_20150410,27080.0,27130,26880.0,26806,27600.0,27502,27250.0,27143,27080.0,27115,26880.0,26806,27557.0,27489,27250.0,27143,5189.0,104,52.0,8,27600.0,27500,27223,27100,27630.0,27500,27223,27100,26878.0,26833,26550,26488,78947.0,1370,3638,751,27300.0,27248,26971,26870,227.0,235,239.0,236
DMR_Fut_20150413,27355.0,27333,26963.0,26921,27472.0,27380,27125.0,27007,27291.0,27268,26963.0,26921,27411.0,27369,27093.0,26976,4422.0,17,67.0,7,27390.0,27291,27050,26953,28125.0,28064,27769,27660,27191.0,27172,26886,26782,80460.0,2021,1067,254,28030.0,27976,27709,27601,730.0,728,738.0,731
DMR_Fut_20150414,28073.0,28150,27800.0,27720,28205.0,28150,27853.0,27751,28000.0,27960,27710.0,27600,28028.0,27984,27710.0,27600,6073.0,83,72.0,23,27701.0,27670,27480,27300,27918.0,27860,27562,27461,27492.0,27450,27200,27114,70909.0,2142,1306,518,27572.0,27519,27243,27148,-458.0,-457,-466.0,-453
DMR_Fut_20150415,27549.0,27493,27227.0,27100,27633.0,27541,27297.0,27200,27465.0,27410,27138.0,27100,27588.0,27510,27250.0,27162,3288.0,78,50.0,22,27678.0,27626,27352,27301,27862.0,27790,27522,27400,27456.0,27400,27130,27050,71958.0,1273,692,553,27619.0,27555,27274,27190,47.0,36,31.0,42
DMR_Fut_20150416,27645.0,27600,27324.0,27223,27687.0,27624,27343.0,27252,27592.0,27538,27265.0,27178,27613.0,27554,27275.0,27184,2222.0,30,58.0,16,27646.0,27599,27360,27118,27841.0,27762,27490,27399,27470.0,27410,27155,27046,51350.0,776,721,114,27736.0,27673,27389,27302,117.0,118,115.0,112
DMR_Fut_20150417,27732.0,27703,27422.0,27321,27808.0,27742,27445.0,27321,27684.0,27628,27360.0,27272,27696.0,27640,27397.0,27315,2354.0,46,47.0,4,27800.0,27736,27450,27400,27994.0,27927,27624,27558,27617.0,27568,27300,27230,54739.0,1305,377,188,27680.0,27626,27337,27253,-56.0,-47,-52.0,-49
DMR_Fut_20150420,27681.0,27630,27344.0,27211,27708.0,27630,27344.0,27211,26935.0,26895,26600.0,26530,26975.0,26915,26630.0,26550,14603.0,1512,351.0,60,27613.0,27555,27296,27375,27931.0,27863,27565,27446,27016.0,26958,26665,26576,80145.0,3997,749,109,27139.0,27057,26782,26698,-541.0,-569,-555.0,-555
DMR_Fut_20150421,27140.0,27074,26821.0,26850,27340.0,27270,26980.0,26888,27113.0,27070,26821.0,26830,27306.0,27245,26973.0,26888,4027.0,400,97.0,11,27463.0,27500,27084,27002,27987.0,27926,27605,27500,27416.0,27356,27054,26960,71694.0,5522,1185,406,27879.0,27820,27512,27416,740.0,763,730.0,718
DMR_Fut_20150422,27875.0,27840,27450.0,27444,28038.0,27980,27654.0,27526,27708.0,27650,27400.0,27340,27971.0,27920,27611.0,27514,4516.0,446,64.0,75,27936.0,27832,27512,27411,28093.0,28037,27723,27630,27738.0,27687,27394,27292,67130.0,8627,635,229,27807.0,27753,27450,27357,-72.0,-67,-62.0,-59
DMR_Fut_20150423,27801.0,27700,27410.0,27393,28005.0,27950,27648.0,27536,27706.0,27688,27404.0,27393,28000.0,27941,27642.0,27536,4472.0,654,51.0,28,28127.0,28080,27720,27620,28215.0,28167,27858,27752,27792.0,27742,27451,27351,78721.0,13756,3477,512,27799.0,27747,27456,27360,-8.0,-6,6.0,3
DMR_Fut_20150424,27814.0,27780,27553.0,27381,27900.0,27840,27553.0,27440,27739.0,27696,27424.0,27320,27846.0,27786,27494.0,27410,3519.0,716,42.0,43,27930.0,27869,27567,27486,28095.0,28045,27750,27653,27582.0,27536,27256,27150,88306.0,27860,701,118,28033.0,27984,27708,27599,234.0,237,252.0,239
DMR_Fut_20150427,28071.0,28042,27760.0,27662,28184.0,28141,27840.0,27739,28058.0,28018,27760.0,27662,28143.0,28115,27810.0,27694,4338.0,1577,72.0,93,28120.0,28110,27818,27700,28621.0,28587,28290,28177,28090.0,28056,27781,27700,114237.0,62898,1010,528,28410.0,28381,28088,27988,377.0,397,380.0,389
DMR_Fut_20150428,28448.0,28386,28099.0,28030,28488.0,28454,28175.0,28036,28391.0,28360,28070.0,28000,28472.0,28444,28162.0,28036,4899.0,2959,204.0,4,28398.0,28370,28080,27972,28510.0,28477,28188,28082,28230.0,28177,27900,27800,85828.0,54720,573,236,28433.0,28383,28092,27986,23.0,2,4.0,-2
DMR_Fut_20150429,28442.0,28398,28118.0,28007,28485.0,28439,28150.0,28040,28409.0,28358,28100.0,27988,28479.0,28428,28135.0,28040,2638.0,2358,82.0,23,28490.0,28387,28105,28021,28490.0,28410,28108,28025,28230.0,28132,27869,27780,7750.0,50365,451,262,28337.0,28386,28103,27999,-96.0,3,11.0,13
DMR_Fut_20150430,,28399,28128.0,28030,,28418,28128.0,28030,,28252,27978.0,27886,,28262,28012.0,27888,,2475,25.0,24,,28152,27894,27855,,28288,28010,27858,,27932,27650,27590,,61313,1605,204,,28105,27825,27744,,-281,-278.0,-255
DMR_Fut_20150504,28149.0,27854,27765.0,27699,28158.0,27854,27765.0,27703,28060.0,27782,27694.0,27699,28072.0,27806,27701.0,27703,2428.0,110,23.0,2,28080.0,27811,27838,27935,28358.0,28073,27968,27941,27951.0,27700,27645,27696,48461.0,588,104,22,28156.0,27875,27785,27776,51.0,50,41.0,43
DMR_Fut_20150505,28160.0,27898,27807.0,27782,28250.0,27960,27841.0,27783,28147.0,27872,27807.0,27782,28240.0,27956,27841.0,27783,2201.0,63,2.0,4,28256.0,27955,27873,27715,28298.0,28012,27908,27749,27502.0,27240,27134,27135,73170.0,2210,1077,139,27781.0,27497,27402,27388,-375.0,-378,-383.0,-388
DMR_Fut_20150506,27792.0,27510,27278.0,27340,27792.0,27510,27278.0,27361,27640.0,27363,27278.0,27258,27651.0,27382,27278.0,27258,3025.0,82,1.0,5,27616.0,27336,27387,27380,28033.0,27746,27650,27600,27512.0,27238,27160,27140,64537.0,704,175,66,27666.0,27383,27283,27274,-115.0,-114,-119.0,-114
DMR_Fut_20150507,27684.0,27403,27280.0,27278,27693.0,27405,27280.0,27299,27510.0,27227,27146.0,27130,27539.0,27255,27146.0,27156,2673.0,68,9.0,11,27483.0,27151,27100,27063,27576.0,27281,27154,27141,27133.0,26852,26797,26748,54794.0,2806,129,79,27202.0,26921,26823,26815,-464.0,-462,-460.0,-459
DMR_Fut_20150508,27180.0,26900,26707.0,26750,27285.0,27000,26900.0,26894,27000.0,26728,26639.0,26642,27280.0,26992,26894.0,26894,4977.0,100,38.0,19,27338.0,27050,27070,27041,27624.0,27340,27244,27201,27297.0,27020,26934,26927,52495.0,1188,113,79,27510.0,27232,27130,27128,308.0,311,307.0,313
DMR_Fut_20150511,27515.0,27235,27132.0,27278,27753.0,27468,27357.0,27288,27495.0,27235,27132.0,27261,27753.0,27468,27349.0,27263,3679.0,222,23.0,5,27790.0,27534,27424,27322,27832.0,27553,27424,27350,27496.0,27235,27158,27150,45318.0,1059,164,28,27632.0,27346,27246,27244,122.0,114,116.0,116
DMR_Fut_20150512,27623.0,27355,27266.0,27317,27714.0,27423,27324.0,27317,27612.0,27336,27253.0,27255,27647.0,27350,27275.0,27255,2803.0,45,32.0,17,27622.0,27406,27142,27150,27627.0,27406,27190,27230,27313.0,27038,26941,26950,44519.0,748,86,65,27329.0,27049,26951,26949,-303.0,-297,-295.0,-295
DMR_Fut_20150513,27307.0,27020,26860.0,26850,27310.0,27020,26870.0,26880,27150.0,26875,26780.0,26798,27253.0,26971,26870.0,26880,4274.0,169,15.0,10,27385.0,27141,27042,26990,27476.0,27161,27051,27050,27106.0,26822,26730,26728,50965.0,2252,250,39,27188.0,26905,26812,26811,-141.0,-144,-139.0,-138
DMR_Fut_20150514,27185.0,26923,26785.0,26768,27265.0,26940,26880.0,26869,27056.0,26780,26700.0,26758,27208.0,26879,26801.0,26869,4654.0,92,81.0,4,27261.0,26974,26905,26850,27300.0,27010,26905,26870,27106.0,26817,26730,26754,43196.0,1660,305,30,27230.0,26940,26849,26851,42.0,35,37.0,40
